acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.283,9.310,2.100,0.276,-0.794,-0.235,RELOAD
-0.492,9.032,1.165,0.523,-1.325,-0.275,RELOAD
-0.232,9.568,0.557,0.984,-2.219,-0.416,RELOAD
0.933,10.218,0.326,1.013,-2.758,-0.577,RELOAD
2.355,10.743,-0.923,1.056,-2.809,-0.496,RELOAD
3.579,11.498,-1.913,1.062,-2.452,-0.131,RELOAD
2.432,11.791,-3.508,1.291,-2.195,0.350,RELOAD
0.023,13.127,-5.900,1.648,-2.774,0.116,RELOAD
0.129,14.384,-9.872,2.701,-3.630,-0.304,RELOAD
-1.083,15.995,-10.947,4.198,-3.478,-0.794,RELOAD
-2.759,19.043,-11.681,5.410,-3.041,-1.324,RELOAD
-2.896,21.111,-9.509,5.211,-1.763,-1.306,RELOAD
-2.993,18.601,-9.160,4.859,0.209,-0.830,RELOAD
-4.962,15.494,-8.722,5.749,1.581,-0.959,RELOAD
-2.636,14.186,-4.240,6.450,1.994,-1.135,RELOAD
0.166,10.749,0.499,6.186,2.364,-0.794,RELOAD
0.909,8.185,3.901,5.600,2.434,-0.520,RELOAD
0.623,5.734,7.921,4.034,1.448,-0.195,RELOAD
2.330,2.772,6.904,2.470,0.545,-0.072,RELOAD
3.650,1.519,7.916,1.556,0.566,0.048,RELOAD
2.115,1.399,8.557,-0.215,0.666,0.130,RELOAD
1.328,1.930,6.959,-2.040,0.221,0.223,RELOAD
0.940,2.502,4.144,-3.546,-0.126,0.225,RELOAD
0.440,4.688,1.939,-4.363,-0.112,-0.042,RELOAD
-0.983,7.967,-1.182,-5.229,-0.591,-0.330,RELOAD
-1.807,11.245,-1.753,-5.506,-0.826,-0.177,RELOAD
-3.906,16.652,-7.509,-6.711,-2.107,-0.415,RELOAD
0.600,18.239,-11.765,-5.691,-0.947,-0.418,RELOAD
-1.311,25.154,-10.006,-6.101,0.454,-0.053,RELOAD
-2.460,27.238,-20.397,-6.720,-0.525,0.680,RELOAD
-3.962,15.632,-28.922,-2.495,-1.479,0.547,RELOAD
-4.576,14.902,-19.850,2.942,-2.066,-1.049,RELOAD
1.089,16.835,-10.199,2.852,-0.694,-1.273,RELOAD
-1.178,12.733,-14.288,2.335,0.607,-0.171,RELOAD
-3.805,13.845,-13.438,3.618,0.556,-0.363,RELOAD
-4.737,16.079,-10.909,4.077,-0.059,-0.641,RELOAD
-2.261,14.058,-10.216,4.257,0.293,-0.677,RELOAD
-2.214,12.827,-9.040,5.097,1.117,-0.527,RELOAD
-1.106,11.265,-5.102,5.463,1.406,-0.372,RELOAD
0.550,8.738,-1.565,5.455,1.551,-0.270,RELOAD
2.624,6.588,1.726,4.986,1.988,-0.128,RELOAD
1.401,4.359,5.450,3.591,1.811,0.352,RELOAD
0.797,2.199,4.062,1.679,0.947,0.360,RELOAD
0.987,1.019,1.672,0.624,0.210,0.261,RELOAD
1.320,0.490,-0.451,-0.324,0.147,0.165,RELOAD
0.755,-0.184,-2.165,-0.690,0.273,-0.047,RELOAD
1.344,0.277,-2.367,-0.751,0.122,-0.404,RELOAD
2.487,1.614,-1.610,-1.171,0.517,-0.386,RELOAD
1.897,4.244,-1.816,-2.327,0.951,-0.247,RELOAD
2.092,5.691,-3.134,-3.615,1.139,-0.059,RELOAD
3.338,5.898,-3.304,-4.266,2.003,0.300,RELOAD
1.090,9.184,-3.562,-5.241,2.620,0.329,RELOAD
0.668,10.693,-5.484,-6.050,2.240,-0.094,RELOAD
1.773,10.967,-5.067,-5.789,2.242,-0.616,RELOAD
1.973,14.939,-5.110,-5.736,2.174,-1.417,RELOAD
1.523,15.172,-4.041,-5.413,2.047,-1.896,RELOAD
0.038,14.581,-3.973,-4.531,0.705,-2.621,RELOAD
2.410,15.792,-1.817,-3.693,-0.020,-3.053,RELOAD
4.907,15.245,-1.079,-3.339,0.744,-2.660,RELOAD
4.444,13.816,-0.713,-2.662,1.876,-1.693,RELOAD
2.958,13.415,0.603,-2.251,2.469,-0.925,RELOAD
2.170,12.775,1.180,-2.071,2.756,-0.688,RELOAD
1.557,11.818,1.200,-1.817,2.707,-0.687,RELOAD
1.090,10.706,1.208,-1.237,2.289,-0.699,RELOAD
0.741,10.416,1.598,-0.438,1.548,-0.622,RELOAD
0.381,9.892,2.030,0.327,0.628,-0.436,RELOAD
0.018,9.530,2.328,0.877,-0.290,-0.218,RELOAD
0.156,9.554,2.626,1.235,-0.978,-0.012,RELOAD
0.309,9.607,2.954,1.263,-1.277,0.163,RELOAD
0.178,9.615,3.143,1.052,-1.281,0.300,RELOAD
0.054,9.679,3.137,0.691,-1.111,0.337,RELOAD
0.100,9.527,2.955,0.324,-0.838,0.274,RELOAD
-0.081,9.291,2.702,0.118,-0.560,0.261,RELOAD
-0.304,9.211,2.471,0.095,-0.426,0.263,RELOAD
-0.124,9.205,2.311,0.166,-0.348,0.225,RELOAD
0.039,9.085,2.395,0.295,-0.243,0.264,RELOAD
-0.264,9.139,2.708,0.377,-0.181,0.334,RELOAD
-0.318,9.222,2.961,0.325,-0.129,0.326,RELOAD
-0.305,9.173,2.991,0.212,-0.028,0.308,RELOAD
-0.418,9.120,2.906,0.103,0.013,0.317,RELOAD
