acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.746,9.187,3.086,0.122,-0.195,1.202,NULL
-0.955,9.126,2.869,0.133,-0.383,1.172,NULL
-1.057,8.898,2.540,0.148,-0.464,1.107,NULL
-0.817,8.557,2.210,0.217,-0.424,0.891,NULL
-0.151,8.246,1.716,0.571,0.004,0.625,NULL
-0.670,8.787,2.552,0.998,0.480,0.112,NULL
5.177,14.011,13.674,0.097,0.229,-0.195,NULL
10.443,32.750,22.203,-8.731,0.147,6.011,NULL
-7.178,31.871,3.783,-8.731,1.825,7.471,NULL
-12.307,-5.571,-28.963,-8.731,-2.217,2.536,NULL
2.361,-1.076,-17.528,1.739,-1.184,-3.225,NULL
4.328,2.778,2.036,7.344,1.181,-3.282,NULL
6.337,7.558,7.496,4.096,3.094,-2.026,NULL
0.233,8.336,5.887,4.616,3.450,-0.998,NULL
-2.430,8.452,3.115,4.616,2.445,-1.049,NULL
-1.636,9.898,4.437,5.397,1.208,-1.610,NULL
-0.951,11.919,5.847,5.013,0.510,-2.066,NULL
-0.773,12.195,5.344,4.049,-0.071,-2.305,NULL
0.672,11.544,4.417,2.966,-0.518,-1.872,NULL
1.435,10.978,4.396,1.811,-0.460,-0.827,NULL
0.867,10.441,4.388,0.764,-0.317,0.106,NULL
-0.014,9.943,3.959,0.007,-0.245,0.476,NULL
-0.589,9.099,3.366,-0.328,-0.298,0.458,NULL
-0.515,8.610,2.962,-0.088,-0.434,0.173,NULL
0.115,8.877,3.405,0.454,-0.642,-0.125,NULL
0.644,9.447,3.986,0.812,-1.007,-0.244,NULL
1.369,10.245,4.529,0.762,-1.251,-0.247,NULL
1.778,10.650,4.632,0.338,-1.317,-0.012,NULL
1.518,10.751,4.429,-0.233,-1.318,0.402,NULL
0.650,10.483,3.941,-0.684,-1.414,0.708,NULL
-0.115,10.046,3.430,-0.848,-1.725,0.853,NULL
-0.566,9.596,2.887,-0.895,-2.107,0.877,NULL
-0.650,9.260,2.263,-0.842,-2.319,0.739,NULL
-0.558,8.969,1.902,-0.750,-2.268,0.571,NULL
-0.480,8.804,1.673,-0.669,-2.014,0.411,NULL
-0.333,8.643,1.552,-0.646,-1.563,0.224,NULL
-0.368,8.422,1.515,-0.659,-1.069,0.042,NULL
-0.651,8.245,1.332,-0.656,-0.683,-0.164,NULL
-0.784,8.156,1.232,-0.625,-0.452,-0.409,NULL
-0.896,8.299,1.157,-0.590,-0.327,-0.649,NULL
-0.902,8.509,1.041,-0.569,-0.223,-0.897,NULL
-0.605,8.849,0.952,-0.567,-0.015,-1.147,NULL
0.097,9.146,0.920,-0.532,0.415,-1.371,NULL
0.577,9.467,1.010,-0.450,0.922,-1.473,NULL
0.768,9.843,1.211,-0.327,1.281,-1.451,NULL
1.083,9.765,1.375,-0.161,1.399,-1.283,NULL
0.946,10.027,1.806,0.096,1.212,-0.978,NULL
0.982,10.450,2.277,0.357,0.776,-0.636,NULL
1.460,10.635,2.785,0.620,0.376,-0.332,NULL
2.002,10.591,3.228,0.825,0.161,-0.066,NULL
2.715,10.338,3.624,0.961,0.127,0.223,NULL
3.008,10.328,4.212,0.999,0.199,0.649,NULL
2.755,10.486,4.716,0.925,0.255,1.081,NULL
2.037,10.711,4.943,0.671,0.217,1.390,NULL
1.188,10.683,4.887,0.318,-0.005,1.579,NULL
0.386,10.510,4.449,-0.009,-0.364,1.685,NULL
-0.361,10.410,4.010,-0.155,-0.744,1.717,NULL
-0.900,10.169,3.532,-0.263,-1.190,1.648,NULL
-0.870,9.775,2.908,-0.318,-1.442,1.456,NULL
-0.657,9.417,2.599,-0.316,-1.425,1.275,NULL
-0.682,8.908,2.266,-0.336,-1.342,1.145,NULL
-0.713,8.485,1.890,-0.367,-1.195,0.958,NULL
-0.785,8.235,1.687,-0.370,-0.971,0.756,NULL
-0.979,7.978,1.503,-0.362,-0.687,0.535,NULL
-1.151,7.784,1.339,-0.351,-0.421,0.231,NULL
-1.224,7.711,1.235,-0.323,-0.174,-0.137,NULL
-1.244,7.846,1.232,-0.272,0.044,-0.523,NULL
-1.184,8.216,1.375,-0.253,0.215,-0.867,NULL
-0.949,8.639,1.491,-0.289,0.390,-1.183,NULL
-0.674,9.025,1.535,-0.329,0.596,-1.444,NULL
-0.329,9.487,1.483,-0.350,0.836,-1.626,NULL
-0.008,9.943,1.637,-0.301,1.104,-1.749,NULL
0.282,10.321,1.814,-0.191,1.354,-1.834,NULL
0.623,10.602,2.001,-0.088,1.509,-1.819,NULL
1.035,10.783,2.034,0.031,1.625,-1.700,NULL
1.371,10.763,2.115,0.180,1.721,-1.481,NULL
1.866,10.677,2.273,0.331,1.828,-1.157,NULL
2.043,10.541,2.692,0.461,1.921,-0.707,NULL
1.606,10.400,3.072,0.548,1.841,-0.288,NULL
1.237,10.362,3.441,0.576,1.599,-0.011,NULL
