-7.3095,10.111051,-1.727904,2.481569,45.25,12.476463,102.233345,-6.563,5.182993,-0.289003,-0.485625,19.73,8.362798,26.863421,-5.452,13.767198,-2.187828,5.750692,70.76,14.807432,189.535736,0.034,1.706996,-0.456606,1.408748,8.01,1.707334,2.913834,-0.1965,1.27352,1.936931,3.889149,5.93,1.28859,1.621853,-0.0555,2.015002,1.300634,4.2822,10.81,2.015767,4.060235
-4.7185,7.143445,-1.141945,1.377706,29.99,8.561136,51.028813,-1.224,8.440907,-1.392893,1.393489,34.16,8.52919,71.248914,-7.5705,6.449001,-0.852708,0.290075,25.92,9.944953,41.589615,1.471,1.189789,0.13788,-0.855805,4.64,1.891941,1.415599,0.785,2.609279,0.052206,-1.336341,8.64,2.724805,6.808335,1.0165,3.214486,0.126759,-0.929993,11.79,3.371379,10.332923
-2.9505,2.450499,-0.063007,0.108207,10.74,3.835413,6.004945,-1.978,3.934119,-1.345306,1.288607,16.66,4.403383,15.477296,-10.6155,3.196486,-2.097859,5.013711,15.25,11.086314,10.217525,0.315,1.152578,1.110446,0.187184,4.01,1.194847,1.328435,0.067,1.168619,1.435902,3.531288,6.0,1.170538,1.365671,0.1335,0.692454,1.557051,2.020158,2.97,0.705206,0.479493
-6.5395,2.398982,0.204371,0.155433,10.45,6.965642,5.755115,-5.56,3.287326,-0.670832,-0.47979,11.52,6.459111,10.80651,-6.071,3.944741,-0.959,0.055568,14.35,7.240029,15.560979,1.566,0.976296,0.397526,-0.863259,3.57,1.845402,0.953154,-0.1805,0.977131,-0.144477,0.006831,3.82,0.993662,0.954785,0.0205,0.864184,-0.018359,-1.150368,2.97,0.864428,0.746815
-6.9015,1.511666,0.764709,-0.542746,5.21,7.065114,2.285133,-6.1405,1.762502,-0.289145,-0.496524,6.58,6.388439,3.106415,-1.3055,0.847894,-0.657414,0.011815,3.39,1.556681,0.718925,-0.1455,0.261371,0.503778,-0.38492,0.99,0.29914,0.068315,0.121,0.366605,0.717079,0.324404,1.61,0.386057,0.134399,0.387,0.332793,0.576008,-0.89999,1.13,0.510412,0.110751
-7.7395,7.449475,-1.139402,0.671325,29.67,10.742185,55.494685,-8.374,4.277972,-1.765494,2.638357,17.4,9.403453,18.301044,-1.083,2.335744,0.500295,0.401669,9.77,2.574605,5.455701,0.3435,1.119537,1.908183,2.158373,4.04,1.171049,1.253363,-0.4895,1.465447,0.222327,3.472775,8.23,1.545039,2.147535,2.4545,2.479366,0.559114,-1.356202,6.71,3.488814,6.147255
-4.2755,4.581902,-1.007235,0.363699,18.66,6.266875,20.993825,1.889,3.368606,-0.36389,-0.058616,13.64,3.862102,11.347509,-9.9785,5.551927,-0.143656,0.324823,24.74,11.419035,30.823893,0.677,1.650318,2.061002,4.757624,7.56,1.783782,2.723551,1.1465,1.937179,0.293041,0.121961,8.55,2.251028,3.752663,-1.1425,1.514896,-1.606508,1.794683,5.93,1.897423,2.294909
-4.4175,3.168193,0.489633,2.663422,16.99,5.436153,10.037449,-5.212,4.892035,-0.526975,-0.730638,17.63,7.148213,23.932006,-7.489,5.370993,-0.344743,-0.028031,20.92,9.215893,28.847569,0.5475,1.214446,0.161026,-0.054346,5.22,1.332154,1.474879,-0.8155,1.066384,-0.102786,0.015598,4.24,1.342466,1.137175,0.022,0.888755,0.623934,1.53595,4.0,0.889028,0.789886
-8.846,12.130991,-1.153067,1.034226,47.72,15.013749,147.160944,-4.75,9.47718,-1.108619,-0.146189,29.37,10.600917,89.81694,-3.507,11.447296,-0.903194,2.103887,54.88,11.972453,131.040591,1.6975,1.65556,-0.132992,-0.319312,6.43,2.371157,2.740879,1.2235,1.959909,0.112618,-0.973966,6.92,2.310453,3.841243,1.0525,4.179016,0.413068,-1.269631,12.8,4.309517,17.464179
-5.484,2.983906,-1.020786,1.509446,13.08,6.243232,8.903694,-2.741,4.330987,-0.929249,-0.145308,15.43,5.125479,18.757449,-8.941,2.862997,0.526528,0.149145,12.12,9.388196,8.196749,0.351,1.506721,-1.226339,3.197578,7.54,1.547065,2.270209,-0.213,1.55002,0.082254,1.816879,7.58,1.564586,2.402561,-0.2195,0.872665,0.700699,1.39794,3.98,0.899847,0.761545
-7.0375,11.18826,-1.127355,0.278153,41.5,13.217548,125.177169,-10.0075,8.210065,-1.480122,1.529751,31.69,12.944312,67.405169,-1.283,6.272101,1.401895,1.8176,26.16,6.401979,39.339251,1.2255,1.289672,0.118634,-0.378596,5.36,1.779074,1.663255,-0.142,1.645374,0.956031,2.171008,8.31,1.65149,2.707256,2.3425,3.647336,0.597237,-0.971861,11.39,4.334785,13.303059
-6.637,6.349126,-1.221718,0.385961,23.8,9.184834,40.311401,-0.084,3.997163,-0.842454,1.639993,18.69,3.998046,15.977314,-10.0865,6.562135,-0.356136,2.661243,35.33,12.03325,43.061613,0.5285,1.668911,0.973541,-0.52685,5.41,1.750593,2.785263,0.8575,2.05338,1.857209,2.628574,8.14,2.225236,4.216369,-1.267,1.831227,-1.201127,-0.054957,5.97,2.226809,3.353391
-8.895,9.313035,-1.417236,2.220331,41.68,12.878418,86.732625,-2.5805,6.75213,0.698448,0.32462,27.74,7.228432,45.591255,-9.2335,13.13955,-1.562118,4.625079,68.98,16.05943,172.647773,0.647,1.439702,0.270385,-0.832852,5.26,1.578401,2.072741,0.6815,3.690084,0.234471,1.484898,17.46,3.752488,13.616723,-0.85,2.413008,0.279776,1.653288,11.4,2.558341,5.82261
-5.0275,4.963962,-0.630922,0.362208,20.69,7.065173,24.640919,-2.858,10.144786,-3.066828,9.584258,49.68,10.53968,102.916686,0.672,14.188882,-1.839747,4.772241,71.69,14.204787,201.324376,-0.3235,1.95068,-1.003861,0.988474,8.48,1.977323,3.805153,-0.1155,2.336227,0.235184,-0.782819,8.14,2.33908,5.457955,0.0895,1.820056,0.57076,1.308881,8.75,1.822255,3.312605
-0.5535,4.49514,-0.402491,0.659463,20.3,4.529089,20.206283,5.0175,7.778527,-0.982121,2.98973,41.57,9.256392,60.505489,-5.823,14.460735,-0.641564,1.599774,67.12,15.589105,209.112861,-0.959,2.880337,0.906812,1.328957,12.56,3.03579,8.296339,0.1735,1.620356,0.004416,-0.196552,6.54,1.629618,2.625553,0.6455,1.971392,-1.380357,3.099819,9.68,2.074381,3.886385
